0	1
1	5
2	5
3	5
4	5
5	3
6	3
7	3
8	3
9	3
10	3
11	3
12	3
13	3
14	3
15	3
16	3
17	3
18	3
19	3
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
41	3
42	3
43	3
44	3
45	3
46	3
47	3
48	3
49	3
50	3
51	3
52	3
53	3
54	3
55	3
56	3
57	3
58	3
59	3
60	3
61	3
62	3
63	3
64	3
65	3
66	3
67	3
68	3
69	3
70	3
71	3
72	3
73	3
74	3
75	3
76	4
77	4
78	4
79	4
80	4
81	4
82	4
83	4
84	4
85	4
86	4
87	4
88	4
89	4
90	4
91	4
92	4
93	4
94	4
95	4
96	4
97	4
98	5
99	6
100	6
101	6
102	6
103	6
104	6
105	6
106	6
107	6
108	6
109	6
110	6
111	6
112	6
113	6
114	6
115	6
116	6
117	6
118	6
120	6
121	6
122	6
123	6
124	6
125	6
126	6
119	6
127	6
128	6
129	6
130	6
131	6
132	6
133	12
134	12
135	12
136	12
137	8
138	12
139	8
140	12
141	12
142	8
143	12
144	12
145	8
146	8
147	12
148	8
149	12
150	8
151	12
152	12
153	8
154	12
155	12
156	8
157	8
158	12
159	8
160	8
161	8
162	8
163	8
164	12
165	8
166	12
167	8
168	12
169	8
170	8
171	12
172	12
173	12
174	8
175	8
176	12
177	12
178	12
179	12
180	12
181	12
182	12
183	12
184	12
185	12
186	12
187	12
188	12
189	12
190	12
191	12
192	12
193	12
194	12
195	12
196	12
197	12
198	12
199	12
200	12
201	12
202	12
203	12
204	12
205	12
206	12
207	12
208	12
209	12
210	12
211	12
212	12
213	12
214	12
215	12
216	12
217	12
218	12
219	12
220	12
221	12
222	12
223	12
224	12
225	12
226	12
227	12
228	12
229	12
230	12
231	12
232	12
233	12
234	12
235	12
236	12
237	12
238	12
239	12
240	12
241	12
242	12
243	9
244	9
245	9
246	9
247	9
248	9
249	9
250	9
251	9
252	9
253	9
254	9
255	9
256	9
257	9
258	9
259	9
260	9
261	9
262	9
263	9
264	9
265	9
266	9
267	9
268	9
269	9
270	9
271	9
272	9
273	9
274	9
275	9
276	9
277	9
278	9
279	9
280	9
281	9
282	9
283	9
284	9
285	9
286	9
287	9
288	9
289	9
290	9
291	9
292	9
293	9
294	9
295	9
296	9
297	9
298	9
299	9
300	9
301	9
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	4
320	4
321	6
322	4
323	4
324	5
325	5
326	6
327	5
328	10
329	10
330	10
331	10
332	10
333	10
334	11
335	11
336	11
337	11
338	11
339	11
340	11
341	11
342	11
343	11
344	11
345	11
346	11
347	11
348	11
349	11
350	11
351	11
352	11
353	11
354	11
355	11
356	11
357	11
358	11
